Seed,Accuracy,AUC,DI_RACE,Fair_DI_RACE,SPD_RACE,Fair_SPD_RACE,EOPP_RACE,Fair_EOPP_RACE,EOD_RACE,Fair_EOD_RACE,TI_RACE,Fair_TI_RACE,PP_RACE,Fair_PP_RACE,CAL_RACE,Fair_CAL_RACE,DI_SEX,Fair_DI_SEX,SPD_SEX,Fair_SPD_SEX,EOPP_SEX,Fair_EOPP_SEX,EOD_SEX,Fair_EOD_SEX,TI_SEX,Fair_TI_SEX,PP_SEX,Fair_PP_SEX,CAL_SEX,Fair_CAL_SEX,DI_ETHNICITY,Fair_DI_ETHNICITY,SPD_ETHNICITY,Fair_SPD_ETHNICITY,EOPP_ETHNICITY,Fair_EOPP_ETHNICITY,EOD_ETHNICITY,Fair_EOD_ETHNICITY,TI_ETHNICITY,Fair_TI_ETHNICITY,PP_ETHNICITY,Fair_PP_ETHNICITY,CAL_ETHNICITY,Fair_CAL_ETHNICITY,DI_AGE_GROUP,Fair_DI_AGE_GROUP,SPD_AGE_GROUP,Fair_SPD_AGE_GROUP,EOPP_AGE_GROUP,Fair_EOPP_AGE_GROUP,EOD_AGE_GROUP,Fair_EOD_AGE_GROUP,TI_AGE_GROUP,Fair_TI_AGE_GROUP,PP_AGE_GROUP,Fair_PP_AGE_GROUP,CAL_AGE_GROUP,Fair_CAL_AGE_GROUP
1,0.8678401954319933,0.9456047204625054,0.6469333080730799,0,0.17629706369046377,0,0.059173835872864955,1,0.059173835872864955,1,0.0050147626074742435,1,0.09124795578864264,1,0.12206090456294344,0,0.7529705733712222,0,0.12794721190576347,0,0.04239039593542937,1,0.05489525015180932,1,0.0032894652507605773,1,0.0017983594627586363,1,0.044505187840680915,1,0.821604146127698,1,0.08194800611515263,1,0.027501520726335604,1,0.031551939435398496,1,0.0018483358973895858,1,0.0013575200253151953,1,0.03707472274759038,1,0.4858043738051639,0,0.3181491402212979,0,0.12558107340207791,0,0.12983156075487085,0,0.004544777250689178,1,0.02532864111565636,1,0.036308001098176,1
8,0.8675537492028147,0.945595885554428,0.6520011455312096,0,0.173165528161686,0,0.06290796582058711,1,0.06290796582058711,1,0.004951829050465234,1,0.09638222948418174,1,0.15679153370057922,0,0.753051817110425,0,0.12763945178725017,0,0.042128520104038,1,0.054698276209694266,1,0.003326734824007062,1,0.001691068198890755,1,0.0411654172823297,1,0.821748602274902,1,0.08171315153098624,1,0.027817159062094032,1,0.03101376472924529,1,0.0019084834486298718,1,0.0018861265777705416,1,0.03703315362470705,1,0.4861346881493763,0,0.3172188925668528,0,0.12540142938223808,0,0.1284836208340669,0,0.0045754174991795085,1,0.02593986929588543,1,0.03586672907101285,1
15,0.8675483445569812,0.9454633372123975,0.6479417777661011,0,0.17551989517442385,0,0.06723697014959151,1,0.06723697014959151,1,0.004757349174825724,1,0.09611229718993453,1,0.14831717812215983,0,0.7534592682562842,0,0.12750515612206498,0,0.04162587210478108,1,0.05488496166774219,1,0.0034082859919830205,1,0.0016205009672716209,1,0.041402018312846456,1,0.8206068396026909,1,0.08233803170700893,1,0.029498181479458596,1,0.030877441637156014,1,0.001974610643918788,1,0.0024344175627438736,1,0.03266944660858684,1,0.48573841040904747,0,0.31785268211449674,0,0.12570714701879127,0,0.12948546252680432,0,0.0046266519870985096,1,0.02548382942839067,1,0.03459627017255973,1
22,0.867856409369494,0.945525854460366,0.6492408158153785,0,0.17528115356646123,0,0.062161139831042656,1,0.062161139831042656,1,0.004817520343691463,1,0.0955578894925706,1,0.14190834720400763,0,0.7530334175132812,0,0.12778363193880482,0,0.042295523235759025,1,0.05467618074442948,1,0.003421959150306818,1,0.001797712072376112,1,0.04210361167731752,1,0.8189975519738184,1,0.08312651131439397,1,0.028990981022558482,1,0.03252233125274012,1,0.001983843826742826,1,0.0001915461863665202,1,0.03272932457317723,1,0.4866384359384252,0,0.3171086333750851,0,0.12449627893290216,0,0.12870140700721586,0,0.0048444687406641734,1,0.02574070741420109,1,0.039004316078338874,1
29,0.867856409369494,0.9455515010931557,0.6368938517142059,0,0.18096516858783823,0,0.062161139831042656,1,0.062161139831042656,1,0.004975946520067706,1,0.07807628114652476,1,0.09677917719644435,0,0.7528701007797849,0,0.12791548185803392,0,0.043070851943943,1,0.05421538346605374,1,0.0032201572941603987,1,0.0023981910414710983,1,0.0401769124236554,1,0.819913198517878,1,0.08270465447666137,1,0.028299783264153833,1,0.03228793593637308,1,0.0019399647028635614,1,0.00042705498478745607,1,0.03403475385556021,1,0.48490255654264913,0,0.3187071231602603,0,0.1271133143536598,0,0.1295773215902598,0,0.004629758838323179,1,0.025411100447010004,1,0.03679602676648319,1
36,0.867159210056965,0.9454644114196924,0.650195829561927,0,0.17454716107909024,0,0.05992066186240941,1,0.05992066186240941,1,0.004637360259423733,1,0.09496015795228385,1,0.17073182545127197,0,0.7533599430400585,0,0.12762922317329323,0,0.042450135972376346,1,0.054525701230830365,1,0.0033555605815908315,1,0.0023597728801145745,1,0.03826809544200871,1,0.8206938287234786,1,0.08233680876156446,1,0.028918066134776987,1,0.03138280579143575,1,0.001852687860293814,1,0.0019224359716045747,1,0.03805983572871985,1,0.4854681961534652,0,0.3182468241403228,0,0.12635794866279781,0,0.13012530120033755,0,0.0047269198716810915,1,0.02570498572060953,1,0.03401319628887178,1
43,0.8679699069319987,0.9456219555099694,0.6413078010463574,0,0.17910605245450872,0,0.05992066186240941,1,0.05992066186240941,1,0.004879367976726209,1,0.08530616424329296,1,0.09702108324793146,0,0.7531027272714684,0,0.12773321536059384,0,0.041735906316197835,1,0.055044970416843156,1,0.003323014274619708,1,0.0012990635324641175,1,0.044818434245662786,1,0.8194014484237013,1,0.08292623292019058,1,0.02937906379711608,1,0.03187120109986581,1,0.0019650282952477574,1,0.0010220884038552036,1,0.03452624492802947,1,0.48678912944374486,0,0.3169572937821449,0,0.1249575542600403,0,0.12782178079060874,0,0.004592704398753082,1,0.02648295921724808,1,0.03525381426001983,1
50,0.8676077956611503,0.9455561515074571,0.6487845740431121,0,0.1748722547443906,0,0.07081914848905135,1,0.07081914848905135,1,0.00490294483660083,1,0.100920689499163,0,0.19945159692869446,0,0.7545009334745315,0,0.12706050164681593,0,0.04160943828596797,1,0.05398394407912492,1,0.0034381297623121768,1,0.002755697560778425,1,0.0419745327513284,1,0.8220650590434893,1,0.0817587956269224,1,0.027356994094453913,1,0.03138280579143575,1,0.001997338905967254,1,0.0016915614120472933,1,0.03285654231325785,1,0.48688860530568745,0,0.3173294475688076,0,0.12454297561796634,0,0.129338860735525,0,0.004691073417373855,1,0.02614554753919207,1,0.03493045408852691,1
57,0.8674780841611449,0.9455226986261267,0.6511536570404844,0,0.17381316859171925,0,0.06365479181013156,1,0.06365479181013156,1,0.0051245354845130195,1,0.09548718179567395,1,0.1348332381934425,0,0.753025201111749,0,0.12776968395464128,0,0.042213860233239475,1,0.05488839116243123,1,0.0033600359599296747,1,0.0017292363144785217,1,0.03796562802425424,1,0.8214085802218215,1,0.08195010888803073,1,0.027492182314035052,1,0.03166453545077692,1,0.0019160515595284464,1,0.0011747621049412738,1,0.03599826444320353,1,0.48695977090602655,0,0.31678072969117216,0,0.1239391396613787,0,0.1289840125519931,0,0.004618839017355755,1,0.025785508774720856,1,0.034180896244529024,1
64,0.8678456000778269,0.9455107790374322,0.6570190872929296,0,0.17083147571299878,0,0.05633848352294957,1,0.05633848352294957,1,0.004952174625514123,1,0.09847657342865479,1,0.11211680713070865,0,0.7527298942563874,0,0.1278969482731468,0,0.04259784746064965,1,0.05463350831103049,1,0.0034072315164269326,1,0.001774310372791521,1,0.041752983929098514,1,0.8216927419994855,1,0.08177857367760588,1,0.02776138263074135,1,0.03108882873949756,1,0.0019456282624735546,1,0.0017499604200355012,1,0.03303257266676607,1,0.485228069064848,0,0.31816161935573006,0,0.12665249562262382,0,0.12892091478141932,0,0.004582704440478619,1,0.02557471398338207,1,0.040675789096206394,1
71,0.867807767556992,0.9456267672294141,0.6484471925693507,0,0.17513131091640394,0,0.06873062212868042,1,0.06873062212868042,1,0.004974173439241732,1,0.09680450986155387,1,0.11202174705080692,0,0.7542588633730342,0,0.12730168087539018,0,0.04095562817426568,1,0.05495335531130896,1,0.003345054538790422,1,0.0017802044644460446,1,0.046352350960341016,1,0.821954643825959,1,0.08187181511575753,1,0.028051739038185808,1,0.03102188972082745,1,0.001838446374845995,1,0.002283047535785343,1,0.02958761396515308,1,0.48663089292212447,0,0.3177866656302241,0,0.1256389407638694,0,0.12899780082936074,0,0.004594657387142223,1,0.026753898528621756,1,0.0329749454404934,1
78,0.8676618421194859,0.9455046623039184,0.6564500425265232,0,0.17126323599968757,0,0.06440161779967601,1,0.06440161779967601,1,0.005118952574315293,1,0.10251882932907297,0,0.09903423410238321,0,0.7533043199453613,0,0.12754166295251096,0,0.04267710564355409,1,0.053950408380799855,1,0.003368046155591352,1,0.002526218848306172,1,0.0359529159907882,1,0.8201419199629421,1,0.08252464677775129,1,0.028195197750877532,1,0.032110078248590385,1,0.0019703188298817523,1,0.0005804271063100108,1,0.03439726703315138,1,0.48661042327179344,0,0.31694463716160054,0,0.12460669732047613,0,0.1285089389248395,0,0.004605348097474989,1,0.02588670488325384,1,0.039544959704269966,1
85,0.8676294142444846,0.9456065584797436,0.6483909964351476,0,0.17517448694507282,0,0.061414313841498314,1,0.061414313841498314,1,0.004585569144894115,1,0.09229305530959286,1,0.11608630375570689,0,0.7526621898506545,0,0.12788457980442264,0,0.04297380092716707,1,0.05436434448252231,1,0.0034390581991417257,1,0.00210516305407793,1,0.04204359658562973,1,0.8203988372290729,1,0.082367997836232,1,0.02900527796713348,1,0.03127152769098049,1,0.001955225034735178,1,0.0017106351692870447,1,0.03158374637464112,1,0.4868276240282489,0,0.3166293235409398,0,0.12490014349435075,0,0.1276293127082324,0,0.0045939262899099345,1,0.026619075523993008,1,0.03678600834276535,1
92,0.8675915817236497,0.9455282563966091,0.6448454132170313,0,0.1771402696997908,0,0.06066748785195386,1,0.06066748785195386,1,0.005162008638129857,1,0.08859843169749249,1,0.12123409386865291,0,0.7531521182672446,0,0.12774404255027738,0,0.04214413462080402,1,0.054846674227811504,1,0.0033911201832148574,1,0.0017867036692191807,1,0.04191589260513073,1,0.8199561686556338,1,0.0826849204907909,1,0.029422787325539934,1,0.03151452724071993,1,0.0018450113417601138,1,0.0016614614840565478,1,0.03221089752374995,1,0.4852703168591104,0,0.31838869160480515,0,0.12690950259595768,0,0.12940778665343197,0,0.004557826243198795,1,0.025884053356967085,1,0.03415389551022496,1
99,0.8681050230778377,0.945508994296911,0.6360122614704627,0,0.18165598504654035,0,0.06932549650996256,1,0.06932549650996256,1,0.005245034965549442,1,0.086994618605431,1,0.12996134571396883,0,0.7533384877402254,0,0.12764396091517644,0,0.04204626430198122,1,0.05452111998714815,1,0.0032910234587684023,1,0.0018694201858012738,1,0.04271067572762499,1,0.8198365834098404,1,0.08275190870086596,1,0.02893922222551537,1,0.03184771364405008,1,0.0018658282336747253,1,0.0010058084826309877,1,0.038991681084204255,1,0.48671902510869486,0,0.31715595704110106,0,0.12479439725293662,0,0.1282134768783182,0,0.004547568122139675,1,0.026130416877200413,1,0.04094243784855378,1
106,0.8673699912444738,0.9455834711943611,0.6364527513061274,0,0.18131057681718932,0,0.06932549650996256,1,0.06932549650996256,1,0.005165201291775862,1,0.08605124024813393,1,0.11191704205885888,0,0.7531472574793399,0,0.12771381554518996,0,0.04214953705957181,1,0.0548824876718324,1,0.0033059926860207756,1,0.0018055140302827288,1,0.03863401114391049,1,0.8186601275210755,1,0.08328957403633347,1,0.030042843788826823,1,0.032170378846846884,1,0.0018564240745752233,1,0.000960581005648331,1,0.034707026538900676,1,0.485805866443269,0,0.3178369297449221,0,0.12597019592659076,0,0.12940473836403835,0,0.004605570981948491,1,0.025894143959699134,1,0.0365735786484247,1
113,0.8678618140153276,0.9456029541888862,0.6488408384238287,0,0.17482907871572173,0,0.05992066186240941,1,0.05992066186240941,1,0.0051248367420113,1,0.09204186823421179,1,0.1182832385838728,0,0.7523997776750474,0,0.12803120570193338,0,0.043013656521129096,1,0.054515020246335366,1,0.0034852422644486777,1,0.0018343259251405453,1,0.039979052866219666,1,0.8199552355682663,1,0.08257278082938946,1,0.028817027806828044,1,0.031702906129035965,1,0.0018405462111878226,1,0.0010384521078022901,1,0.036799482785718984,1,0.4851749517100285,0,0.3180386148003619,0,0.12613848167595598,0,0.12915460574570595,0,0.004571080264994372,1,0.02498195697068073,1,0.03867441140681316,1
120,0.8677483164528228,0.9455726980285778,0.6472691156557807,0,0.17603800751845045,0,0.07022427410776932,1,0.07022427410776932,1,0.004520455977775652,1,0.097094302576197,1,0.1181983040382566,0,0.7539658429614549,0,0.12724679340565143,0,0.041488146191996145,1,0.0544173053999884,1,0.003328550998013262,1,0.002039254165544846,1,0.03965690016673967,1,0.8203930036304763,1,0.08247494666265776,1,0.028353315653860567,1,0.03188016476458089,1,0.0018438596276685315,1,0.000992488603963948,1,0.0315957324240278,1,0.48631902665778026,0,0.3174743812013015,0,0.12505790275683815,0,0.12905121686884552,0,0.0045430883324096075,1,0.025760722068875586,1,0.03649979481610799,1
127,0.8677050792861544,0.9456412786153436,0.6467655349122725,0,0.1764265917764704,0,0.062161139831042656,1,0.062161139831042656,1,0.004969140089746783,1,0.0917959588670395,1,0.08686971266864163,0,0.754209106338931,0,0.1272079173020465,0,0.04118777378170135,1,0.05462018283270227,1,0.003442746217540975,1,0.0019907844891500215,1,0.04805404010599512,1,0.8201376728140729,1,0.08266984063047345,1,0.029040260553464425,1,0.03172507566992855,1,0.0017768159562673025,1,0.00143057394109114,1,0.03189288254291134,1,0.4858015782250445,0,0.3182027515236854,0,0.12658721653806093,0,0.1291457293089791,0,0.004577865778392094,1,0.026389642811088576,1,0.033238752858588905,1
134,0.8677537210986564,0.9455101821376022,0.644399153415497,0,0.17748567792914183,0,0.062161139831042656,1,0.062161139831042656,1,0.004792366332914917,1,0.08807059427932495,1,0.10863515961303363,0,0.7519253490701673,0,0.12840814540193635,0,0.043250158762775825,1,0.05506287713885359,1,0.0033139625019660765,1,0.0015197415363868982,1,0.04606237020198328,1,0.8207573626417969,1,0.08224092784111192,1,0.028432727442088912,1,0.031426017733395026,1,0.001854622837376363,1,0.0014717808400505072,1,0.03005563231262387,1,0.4874162122625999,0,0.3162920216811157,0,0.12447595155760294,0,0.12714946919063064,0,0.0045711923970465015,1,0.02714315200880313,1,0.03415944121964687,1
141,0.8679104558278296,0.945598563550205,0.6394349865534379,0,0.17977655434916018,0,0.07365450083896685,1,0.07365450083896685,1,0.004798773476221527,1,0.09508101790038592,1,0.14652562577294104,0,0.7539584110223245,0,0.12715998470619017,0,0.04182837419625296,1,0.05388049624010252,1,0.003333079065631177,1,0.0023892355183319225,1,0.04240031405507688,1,0.8203201320162459,1,0.08245090166924518,1,0.029307922501998207,1,0.031121639291371045,1,0.0018622234780705654,1,0.0019249318124028303,1,0.031067629572904987,1,0.48621345301819674,0,0.3173387496064079,0,0.12579943960296835,0,0.12791735148762737,0,0.004663411726281451,1,0.02639688638837756,1,0.034947349112617654,1
148,0.8677915536194913,0.9455601709791095,0.6455719051462991,0,0.17657898132709532,0,0.06440161779967601,1,0.06440161779967601,1,0.004722922412939451,1,0.08907857953528397,1,0.11604614380872402,0,0.7533381863748452,0,0.1277168216304742,0,0.04182687538667662,1,0.05498725775777141,1,0.0033927709928623234,1,0.0016468882450354494,1,0.04393248789127957,1,0.821418997691695,1,0.08203438519308726,1,0.028256059735729977,1,0.03117237717267468,1,0.001823452339667471,1,0.0019562334390862413,1,0.037671792675407656,1,0.4861616382790288,0,0.3178243988437074,0,0.12521053327706377,0,0.12955770516555898,0,0.00469251583868955,1,0.02557937366391172,1,0.03658739649948162,1
155,0.867159210056965,0.945343416337302,0.6425300804904378,0,0.17815617982379328,0,0.06574331817050272,1,0.06574331817050272,1,0.004784081283745606,1,0.09008497593285814,1,0.12490382968032424,0,0.7538521913112902,0,0.12728017944161746,0,0.041778759529312315,1,0.054471981064799,1,0.0034237594855492798,1,0.002245747184469127,1,0.04109452300087468,1,0.8212620452259175,1,0.08203198336701129,1,0.027177484876241387,1,0.03210923957545747,1,0.001997254370121916,1,0.0006998840391531091,1,0.03250442990409319,1,0.486446428418793,0,0.3172725778217869,0,0.12462033857146038,0,0.12973665340202173,0,0.004675228458872471,1,0.025631517522760383,1,0.03466333126174803,1
162,0.867575367786149,0.9454999058671799,0.6390476178900131,0,0.18007878654984238,0,0.07813545677623346,1,0.07813545677623346,1,0.005109983106562764,1,0.09411033612468245,1,0.18674119815910195,0,0.753713887116989,0,0.12753680969699732,0,0.04122177393187609,1,0.055278713301758334,1,0.003403960078530374,1,0.0014599733560795025,1,0.04552897743149126,1,0.819925229432953,1,0.0827889307817179,1,0.029499719847631,1,0.031631125846665636,1,0.0017843278613210861,1,0.0016902338791019433,1,0.030456180346420947,1,0.4861972485168731,0,0.3179190165947206,0,0.1257174045033146,0,0.12950972236069191,0,0.004724479095614825,1,0.026172431527235696,1,0.033229717036065476,1
169,0.8679104558278296,0.9457328694339011,0.6526152452982716,0,0.17344489889774994,0,0.06066748785195386,1,0.06066748785195386,1,0.004940304401441199,1,0.0987025727883204,1,0.14281012459242876,0,0.7535584930796128,0,0.1274175194284855,0,0.04164688906031466,1,0.05454493019975744,1,0.0033919402503852156,1,0.0017415956736634985,1,0.04433062846315344,1,0.8204952308249573,1,0.08237456114325115,1,0.028391012730819898,1,0.031646368500451647,1,0.0019178246206045177,1,0.0011445016175003486,1,0.035022288370913035,1,0.4855034973150819,0,0.3179913872726568,0,0.12637424808178677,0,0.12873958159973248,0,0.00461808971252714,1,0.02573953818785757,1,0.03525975314924301,1
176,0.8676132003069839,0.945526347933745,0.6429757016992739,0,0.1778107715944422,0,0.06798379613913597,1,0.06798379613913597,1,0.005097710476508033,1,0.08948737252754768,1,0.12191668484406865,0,0.7535808982947239,0,0.12752214842791132,0,0.042028924473129226,1,0.05450683901004068,1,0.0033742772908172958,1,0.0021511875131513536,1,0.03896317982049324,1,0.8208482970999753,1,0.08228054533945178,1,0.028353315653860567,1,0.03157530708076667,1,0.0018898896201559254,1,0.001471257952241345,1,0.0341403511133046,1,0.486096255465814,0,0.31776761783974294,0,0.12559874260937265,0,0.1292980327663302,0,0.004675454437077571,1,0.025929792939952567,1,0.03388630275480575,1
183,0.8677158885778214,0.9455134633461757,0.6436752971125158,0,0.1780469663018373,0,0.05768018389377605,1,0.05768018389377605,1,0.004462363615308246,1,0.08811089808872252,1,0.14130499455936263,0,0.7526212191051675,0,0.12810628274479569,0,0.043042480735045796,1,0.05466608851057633,1,0.0033574840449549087,1,0.002083163902067753,1,0.04159052415733305,1,0.81931326355748,1,0.08301917530514441,1,0.029198848905429897,1,0.03221735375847834,1,0.0019725000003119678,1,0.0007388421027494374,1,0.03400777705653579,1,0.4869333039247804,0,0.3170235543098219,0,0.12522417452804813,0,0.12797368933524433,0,0.004620301404394116,1,0.02700079032408209,1,0.0360958646814481,1
190,0.8678401954319933,0.9455312581236669,0.6501395745152441,0,0.17459033710775912,0,0.061414313841498314,1,0.061414313841498314,1,0.004665528452531126,1,0.0953160008359869,1,0.10149328620798703,0,0.7526145051622201,0,0.12802954971369696,0,0.042694445472406084,1,0.054795428057689916,1,0.0033676735110762246,1,0.0017284717370753544,1,0.04125223745211004,1,0.8198218906325061,1,0.08272110680902228,1,0.02858505411809864,1,0.032119401344648135,1,0.0019474277054992994,1,0.0006368610062622571,1,0.03275698007632988,1,0.4865312637172024,0,0.31717483474072466,0,0.12473652989114525,0,0.12863725097975706,0,0.004612804028475102,1,0.02581480120588664,1,0.03794984905332932,1
197,0.8675483445569812,0.9455695010715571,0.6474371502133237,0,0.1759084794324438,0,0.06365479181013156,1,0.06365479181013156,1,0.005024267110945453,1,0.0915925474438275,1,0.12476282413208645,0,0.7529393662775343,0,0.12786506527982294,0,0.04307625438271079,1,0.05424529341947583,1,0.0033270925174559013,1,0.002501936115914427,1,0.03995267570616584,1,0.8193608497672101,1,0.08296638712795318,1,0.028985189795585176,1,0.03232510851015655,1,0.0019773388330250677,1,0.0005777051723085957,1,0.03433704630266299,1,0.48535488046677955,0,0.31829094852374296,0,0.1267148475368276,0,0.12943986466716134,0,0.0045141530776193,1,0.02584095835765332,1,0.03706839353644642,1
204,0.8679374790569974,0.9455641628979083,0.6467655349122725,0,0.1764265917764704,0,0.06365479181013156,1,0.06365479181013156,1,0.004936015736805334,1,0.09188240423356786,1,0.0967272178766358,0,0.7535917514123087,0,0.12762910846409753,0,0.041836634459655464,1,0.05473600065127367,1,0.003436167890609465,1,0.0019262821635039895,1,0.041281160513643,1,0.8209033109507604,1,0.08232726285423358,1,0.02796074479601096,1,0.031846994781364726,1,0.001978151402567359,1,0.0010896963460602649,1,0.034208777419246994,1,0.48671825118295764,0,0.31750601165978026,0,0.12338127479139849,0,0.13041572492495662,0,0.004717179602361024,1,0.024567739752633155,1,0.0418147403132223,1
